"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
40,"Self-emp-not-inc",29036,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
36,"Self-emp-not-inc",342719,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,,">50K"
27,"Self-emp-not-inc",151402,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1573,70,"United-States","<=50K"
34,"Self-emp-inc",200689,"Bachelors",13,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
35,"Self-emp-inc",153976,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
35,"Self-emp-not-inc",256992,"5th-6th",3,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,15,"Mexico","<=50K"
32,"Self-emp-not-inc",134737,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,70,"United-States",">50K"
33,"Self-emp-inc",49795,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
32,"Self-emp-not-inc",267161,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
30,"Self-emp-not-inc",116666,"Masters",14,"Divorced","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"India",">50K"
35,"Self-emp-not-inc",335704,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",328466,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"Mexico",">50K"
37,"Self-emp-not-inc",107410,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",258037,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"Cuba",">50K"
28,"Self-emp-not-inc",237466,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States",">50K"
38,"Self-emp-inc",379485,"Assoc-acdm",12,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,45,"United-States","<=50K"
38,"Self-emp-not-inc",172342,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",89508,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3908,0,60,"United-States","<=50K"
38,"Self-emp-not-inc",192939,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
31,"Self-emp-inc",304212,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,45,"United-States","<=50K"
31,"Self-emp-not-inc",81030,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Self-emp-not-inc",34007,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States",">50K"
30,"Self-emp-inc",443546,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States","<=50K"
39,"Self-emp-not-inc",55568,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,50,"United-States","<=50K"
37,"Self-emp-inc",97986,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,68,"United-States","<=50K"
23,"Self-emp-inc",201682,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
33,"Self-emp-not-inc",177828,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Self-emp-not-inc",150371,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",179896,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",3137,0,40,"United-States","<=50K"
39,"Self-emp-not-inc",148443,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Self-emp-not-inc",234537,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
38,"Self-emp-inc",176357,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
20,"Self-emp-not-inc",54152,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
27,"Self-emp-not-inc",357283,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
32,"Self-emp-not-inc",35595,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
36,"Self-emp-inc",166880,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,70,"United-States","<=50K"
32,"Self-emp-not-inc",62272,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",348739,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
33,"Self-emp-not-inc",359428,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
30,"Self-emp-not-inc",609789,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Self-emp-inc",133373,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
27,"Self-emp-inc",193868,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
30,"Self-emp-not-inc",189265,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Self-emp-not-inc",65308,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
36,"Self-emp-not-inc",34180,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,70,"United-States",">50K"
30,"Self-emp-inc",77689,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
35,"Self-emp-not-inc",188540,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
33,"Self-emp-not-inc",80933,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
20,"Self-emp-inc",104443,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
26,"Self-emp-inc",187652,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,78,"United-States",">50K"
35,"Self-emp-inc",65624,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Self-emp-not-inc",34378,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",3908,0,75,"United-States","<=50K"
31,"Self-emp-inc",113530,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
33,"Self-emp-not-inc",170979,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
31,"Self-emp-not-inc",209213,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,,"<=50K"
39,"Self-emp-not-inc",194004,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States","<=50K"
33,"Self-emp-not-inc",235271,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
35,"Self-emp-inc",187053,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
32,"Self-emp-not-inc",379412,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc",218164,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc",261382,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Self-emp-not-inc",31717,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-inc",98389,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Self-emp-not-inc",241998,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
28,"Self-emp-not-inc",35032,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
30,"Self-emp-not-inc",85708,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-inc",185621,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States",">50K"
40,"Self-emp-inc",132222,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",241469,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",2635,0,30,"United-States","<=50K"
37,"Self-emp-not-inc",326400,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States","<=50K"
21,"Self-emp-not-inc",74538,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
21,"Self-emp-not-inc",318987,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",76855,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Self-emp-not-inc",182926,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-not-inc",191342,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,"South","<=50K"
33,"Self-emp-not-inc",99761,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
27,"Self-emp-not-inc",259873,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,60,"United-States",">50K"
35,"Self-emp-inc",89622,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
38,"Self-emp-not-inc",163204,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3411,0,25,"United-States","<=50K"
39,"Self-emp-not-inc",251710,"10th",6,"Married-spouse-absent","Other-service","Not-in-family","White","Female",0,1721,15,"United-States","<=50K"
38,"Self-emp-not-inc",245372,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3137,0,50,"United-States","<=50K"
37,"Self-emp-not-inc",272090,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","<=50K"
30,"Self-emp-not-inc",65278,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-inc",135289,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,60,"United-States","<=50K"
30,"Self-emp-not-inc",182089,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,85,"United-States","<=50K"
29,"Self-emp-not-inc",128516,"Assoc-acdm",12,"Widowed","Sales","Unmarried","White","Female",0,0,40,"United-States",">50K"
33,"Self-emp-inc",374905,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
25,"Self-emp-inc",181691,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,,"<=50K"
38,"Self-emp-not-inc",67317,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Self-emp-not-inc",268482,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Self-emp-inc",158751,"Assoc-voc",11,"Never-married","Transport-moving","Unmarried","White","Male",0,0,55,"United-States","<=50K"
29,"Self-emp-not-inc",405083,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
29,"Self-emp-inc",206903,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
34,"Self-emp-not-inc",182714,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States",">50K"
30,"Self-emp-not-inc",113838,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",3137,0,60,"Germany","<=50K"
38,"Self-emp-not-inc",89202,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-not-inc",251323,"9th",5,"Married-civ-spouse","Farming-fishing","Other-relative","White","Male",0,0,40,"Cuba","<=50K"
24,"Self-emp-not-inc",375313,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",67072,"Bachelors",13,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",6849,0,60,"United-States","<=50K"
40,"Self-emp-inc",104235,"Masters",14,"Never-married","Other-service","Own-child","White","Male",0,0,99,"United-States","<=50K"
40,"Self-emp-not-inc",154076,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
35,"Self-emp-not-inc",190895,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Self-emp-inc",31778,"HS-grad",9,"Separated","Prof-specialty","Other-relative","White","Male",0,0,25,"United-States","<=50K"
22,"Self-emp-not-inc",214014,"Some-college",10,"Never-married","Sales","Own-child","Black","Male",99999,0,55,"United-States",">50K"
31,"Self-emp-not-inc",44503,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",56964,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States","<=50K"
29,"Self-emp-not-inc",404998,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,90,"United-States","<=50K"
28,"Self-emp-inc",37088,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
27,"Self-emp-not-inc",120126,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",223212,"Bachelors",13,"Never-married","Sales","Unmarried","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-inc",126569,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
27,"Self-emp-not-inc",365110,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
27,"Self-emp-not-inc",153805,"Some-college",10,"Married-civ-spouse","Transport-moving","Other-relative","Other","Male",0,0,50,"Ecuador",">50K"
39,"Self-emp-not-inc",147850,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States","<=50K"
33,"Self-emp-not-inc",361497,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc",57233,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Self-emp-not-inc",420895,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,47,"United-States","<=50K"
33,"Self-emp-not-inc",195891,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
28,"Self-emp-not-inc",119793,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
26,"Self-emp-not-inc",231714,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Self-emp-not-inc",112115,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,"United-States",">50K"
34,"Self-emp-inc",154120,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,55,"United-States","<=50K"
34,"Self-emp-inc",343789,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,55,"United-States",">50K"
32,"Self-emp-inc",281030,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",147258,"Assoc-voc",11,"Never-married","Farming-fishing","Own-child","White","Male",0,0,65,"United-States","<=50K"
34,"Self-emp-inc",154227,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,75,"United-States","<=50K"
40,"Self-emp-not-inc",33310,"Prof-school",15,"Divorced","Other-service","Not-in-family","White","Female",0,2339,35,"United-States","<=50K"
38,"Self-emp-not-inc",238980,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
30,"Self-emp-inc",204470,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,36,"United-States",">50K"
36,"Self-emp-inc",251730,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",">50K"
21,"Self-emp-not-inc",304602,"Assoc-voc",11,"Never-married","Farming-fishing","Own-child","White","Male",0,0,98,"United-States","<=50K"
40,"Self-emp-not-inc",107762,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
34,"Self-emp-inc",177675,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
38,"Self-emp-not-inc",175732,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,15,"United-States","<=50K"
37,"Self-emp-not-inc",198841,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Self-emp-inc",102729,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States","<=50K"
37,"Self-emp-not-inc",338320,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
30,"Self-emp-inc",178383,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,70,"United-States","<=50K"
40,"Self-emp-not-inc",170866,"Assoc-acdm",12,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Self-emp-inc",124950,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",126675,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",">50K"
29,"Self-emp-not-inc",241431,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
32,"Self-emp-inc",209691,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"Canada","<=50K"
38,"Self-emp-not-inc",109133,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",">50K"
34,"Self-emp-inc",154120,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
37,"Self-emp-not-inc",162834,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,"United-States",">50K"
32,"Self-emp-not-inc",116508,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",">50K"
37,"Self-emp-not-inc",103925,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,50,"United-States","<=50K"
37,"Self-emp-inc",328466,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
31,"Self-emp-not-inc",156033,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
30,"Self-emp-not-inc",176185,"Some-college",10,"Married-spouse-absent","Craft-repair","Own-child","White","Male",0,0,60,"United-States",">50K"
36,"Self-emp-not-inc",109133,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
30,"Self-emp-not-inc",261943,"11th",7,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,30,"Honduras","<=50K"
39,"Self-emp-not-inc",193689,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
38,"Private",215646,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"Private",338409,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"Cuba","<=50K"
37,"Private",284582,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
31,"Private",45781,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",14084,0,50,"United-States",">50K"
37,"Private",280464,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,80,"United-States",">50K"
23,"Private",122272,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
32,"Private",205019,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","Black","Male",0,0,50,"United-States","<=50K"
40,"Private",121772,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,,">50K"
34,"Private",245487,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,45,"Mexico","<=50K"
32,"Private",186824,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K"
38,"Private",28887,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Private",193524,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
39,"Private",367260,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
20,"Private",266015,"Some-college",10,"Never-married","Sales","Own-child","Black","Male",0,0,44,"United-States","<=50K"
21,"Private",197200,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Private",84154,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,38,,">50K"
31,"Private",507875,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"United-States","<=50K"
24,"Private",172987,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States","<=50K"
25,"Private",289980,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
29,"Private",271466,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,43,"United-States","<=50K"
25,"Private",32275,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","Other","Female",0,0,40,"United-States","<=50K"
35,"Private",56352,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Puerto-Rico","<=50K"
30,"Private",188146,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5013,0,40,"United-States","<=50K"
30,"Private",59496,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",2407,0,40,"United-States","<=50K"
29,"Private",105598,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,58,"United-States","<=50K"
36,"Private",155537,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Private",183175,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private",309974,"Bachelors",13,"Separated","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K"
23,"Private",211678,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private",213921,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"Mexico","<=50K"
40,"Private",32214,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",202051,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
30,"Private",54334,"9th",5,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",286730,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private",212563,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,25,"United-States","<=50K"
30,"Private",117747,"HS-grad",9,"Married-civ-spouse","Sales","Wife","Asian-Pac-Islander","Female",0,1573,35,,"<=50K"
37,"Private",202683,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States",">50K"
20,"Private",188300,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
29,"Private",103432,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",194901,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",432376,"Bachelors",13,"Never-married","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
38,"Private",65324,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",377869,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",4064,0,25,"United-States","<=50K"
36,"Private",102864,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",102632,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,41,"United-States","<=50K"
21,"Private",199915,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
40,"Private",118853,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
30,"Private",77143,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,40,"Germany","<=50K"
20,"Private",111697,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,1719,28,"United-States","<=50K"
31,"Private",114937,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
39,"Private",365739,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"Private",69621,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
24,"Private",43323,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,1762,40,"United-States","<=50K"
37,"Private",254202,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
27,"Private",163127,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States","<=50K"
20,"Private",34310,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,20,"United-States","<=50K"
